Place,Reviewer Name,Reviewer Link,Reviewer Image,Rating,Date,Text,Photos,Likes Count
Bhaktapur Durbar Square,Ahana Sengupta,https://www.google.com/maps/contrib/116995157532545519122/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocJO7rD7ECEZoCO8fd1jdRd1_L3XIHWlxttwVtIcMO2cG7_gtA=w36-h36-p-rp-mo-ba3-br100,5,a month ago,"Feels like a travel back in time with traditional architecture at every corner you look at. This place is a must visit when in Kathmandu. A lot to see and explore, we could cover only a few spots due to time constraints but it was a wonderful experience.","https://lh5.googleusercontent.com/p/AF1QipOazeQkbrNh7pm3vCZW9RONQF9FRFcPDxXRNopU=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO3VmEym9IB-Mera6ntuZiHob3VX7py2aIfoqDc=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMLhSNHwZQ-4VeLqSyRl0-_fN0Lrxs724hMOysm=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNJsmeAkV45QxpBy9B61uyIiRQB3tt_wXy-_6br=w300-h225-p-k-no",0
Bhaktapur Durbar Square,Biswajit Saha,https://www.google.com/maps/contrib/112520724338923926510/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVfHIroOR6oasFEGkY-4lhY92EYGUBvfZ4f5WOGUMYMmEj8M3H_Rw=w36-h36-p-rp-mo-ba7-br100,5,2 months ago,"Among the 3 durbar squares in Kathmandu, this was the largest, and my favorite one.
Highly advisable to take a guide to really understand the history & culture behind it. Also carry sun-shade as its mostly an open area.
The sculptures depict amazingly detailed workmanship, with very good maintenance.
Do carry NPR for purchasing tickets at the entrance.","https://lh5.googleusercontent.com/p/AF1QipPCmHpwn1CQR0JouA0Ne-bW5evlT2hRZ2q1byiH=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOKCbj4-ETilGK0yH-mZHBWpe_PG1NxT6oOBCSh=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMT0PNr-gJ7-EvHhcKWNvsQ99IURoVOxMXolOf8=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOmPVZpzqEsdd72muLGvziF-JbMlEEvQG5r5atM=w300-h225-p-k-no",1
Bhaktapur Durbar Square,Abhijat Poudel,https://www.google.com/maps/contrib/100648376692016144548/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocK9qVy4bu0DWXQ8nxrHO1rPEcRh_UBCuEXP8dyeD8meNpx0=w36-h36-p-rp-mo-ba4-br100,5,2 months ago,A renowned world heritage site with a long history. The place holds importance in Nepali civilization. One can gaze upon the intriguing buildings with intricate geometry and structure. The place is easily accessible to all kinds of People.,"https://lh5.googleusercontent.com/p/AF1QipPaB9dENuFqpML2Y-bbVOcr3NG-LEE6EqUMk9k=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPQXydYEhqsFyX0k17Wfi9p6mjxKNjYwW_nRAc=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNHKIWYKA63OOQwqyiFmR_F8hRVlCuI00sA2Q0=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMVQVwrKI5NULRqZUH_zXIblYI74nT2LzmeP0U=w300-h225-p-k-no",3
Bhaktapur Durbar Square,Donna Mae Santos,https://www.google.com/maps/contrib/109362566932115902883/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocLBiS0P28UcPyJ8_xeauYG8x-3LUdV3aLIsk9AmrOGeCFbUbmA=w36-h36-p-rp-mo-br100,5,5 days ago,"Exploring Bhaktapur Square

Visiting Nepal for the first time, I made sure to include **Bhaktapur Durbar Square** on my travel list. Known for its **rich heritage and historical significance**, this iconic site in the Kathmandu Valley truly lived up to its reputation as one of Nepal’s must-visit destinations.

From the moment I entered the square, I was captivated by its **wonderful charm**. The intricate architecture of the ancient temples, palaces, and courtyards speaks volumes about Nepal’s glorious past. The atmosphere was **lively and bustling with tourists** from around the globe, all eager to soak in the beauty of this UNESCO World Heritage Site.

One of the highlights of my visit was trying my hand at **pottery making**. Bhaktapur is famous for its traditional pottery, and joining a local artisan at his wheel was an unforgettable experience. Though my creation was far from perfect, the joy of crafting something with my own hands made it all worthwhile.

Another treat that I couldn’t resist was the famous **Juju Dhau**, or “King of Yogurts.” This creamy, sweet delight lived up to its name and instantly became one of my favorite Nepali treats. It’s a must-try for anyone visiting Bhaktapur!

I also took my time to explore every **nook and cranny of the narrow streets**, which were filled with local shops, art galleries, and handicrafts. One of my best finds was a beautifully crafted **Kashmiri shawl**, a perfect souvenir to remember my trip by.

Bhaktapur Square isn’t just a historical site; it’s a living, breathing cultural hub. The combination of ancient heritage, vibrant markets, and friendly locals creates an experience that’s truly unique. If you’re visiting Kathmandu, don’t miss this **wonderful place**. It’s a treasure trove of history and culture that will leave you with memories to cherish forever!","https://lh5.googleusercontent.com/p/AF1QipN2HcIZhQEC2Q9jRMB-0q9IQ0zfoLhBwu8nN6us=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO0sqAy_ykr2p5O3fQFW-KT46MiKxbaO20T-vvW=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM_jBDlryJ2WtefRl580Rn9koerZ84dpum_V6UR=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPzqxMNCwftPOW8hcgal25Ft-J62Uz6koRuz2Nj=w300-h225-p-k-no",0
Bhaktapur Durbar Square,Fahmid Salman Shah,https://www.google.com/maps/contrib/113266272503331973000/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjU7Q1cmJi3cdb7n3Z1Tq16w1VrcYsD7lw7LVL1zmdadyA9MFw7v=w36-h36-p-rp-mo-ba4-br100,5,3 months ago,Really nice place to visit to know the ancient history of Nepal. Its quite a large area. Needs couple of hours to cover. I’d recommend to hire a local guide who can explain the history of every items. It will make the visit more fruitful.,"https://lh5.googleusercontent.com/p/AF1QipNAYPWzo-3xjP1I4H9mTCf7YkrnJmjO68hHVL7u=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPdgiuBMG3lG7sBOxkGcILL_9uz4C4_r5uz3xqa=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO0WW85MeJXw7EmwDpFOOiLdHUati_0hz6Dxll4=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPwhIiuFzYByK2b9GSWWaFl-KuaNP5aAtAd9_FS=w300-h225-p-k-no",3
Bhaktapur Durbar Square,Abhigyan Basak,https://www.google.com/maps/contrib/110594132538047255695/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjU-OaT6XZZB22TJnq2GRQ-EexKn_0eyzp6TydqQ1PUdP3T7ic9H=w36-h36-p-rp-mo-ba5-br100,5,2 months ago,"Bhaktapur Durbar Square is an unforgettable experience that offers a glimpse into Nepal's rich history. Built in 15th century by King Yaksha Malla it serves as the seat of royal power and administrative center.

This place showcases medieval Nepalese architecture which blends Hindu-Buddhist influence. The square is a stunning display of Newar art and craftsmanship with intricate wood carvings, stone sculptures and terracotta tiles. It is the hub of traditional arts, crafts and festivals which includes famous Bisket Jatra Festival which is celebrated in the month of April. Because of the history and rich culture, it's been designated as UNESCO World Heritage Site since 1979.

The main attraction includes- Palace of Fifty five windows, Taleju Temple, Nyatapola Temple, Bhairavnath Temple.

The entry for local is free, for visitors from SAARC countries (Afghanistan, Bhutan, Bangladesh, India, Maldives, Nepal, Pakistan) and China's is NPR 500 and for other countries it is NPR 1800.

This place is a must visit ur you love art, history and culture but make sure to have enough time.","https://lh5.googleusercontent.com/p/AF1QipMUsBz1n4Pglu4QjfTN9_cWpPGgpSzMPTMmCnvM=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPbE4FsaTboQPNQDu1fY50FCFmw0UD7JaNYBHku=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPF6dzfRmUDpZAzqIi7bh4ArU719-EBe4gG_0yU=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNF1skO0t-aegzXjku60_2_4aIuakFr8QKITeGH=w300-h225-p-k-no",0
Central Zoo,Bikesh Youngya,https://www.google.com/maps/contrib/115770695602043344943/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjW0CP7Iabdo5kkN0tEiUqa73xeVxu2Aaxh9INlf6EZrshfVpLRl=w36-h36-p-rp-mo-ba5-br100,5,a month ago,"The Central Zoo in Jawalakhel is a family-friendly educational institution that provides an opportunity for children to observe a wide variety of animals and birds, and to learn about their lifespans.

The zoo also houses animals that are not native to South Asia, and provides them with proper care and a healthy diet.

In addition to mammals and birds, the zoo also features reptiles and fish. Visitors can also enjoy boating and fishing.

Children can enjoy the fun park, which includes a seesaw, swing, helicopter, and other attractions. A kitchen is also available, serving Nepali fast food.

A visit to the Central Zoo is a great way to spend time with family and friends in Kathmandu.","https://lh5.googleusercontent.com/p/AF1QipPHWhz-0QU8M2OmBUaWwsYJAC9r3EwT308HiRHF=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO6Vb8UXof7VZBdvyEFy6YcL6-dVBylUmx7HjkX=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNScgwlzgwBb_hqzVfzKcQpUZ7q6PHiMHmR_u37=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPhW11JYmSWoM73SgtA_T_rqyNltabWdz571MLC=w300-h225-p-k-no",0
Central Zoo,Shital Regmee,https://www.google.com/maps/contrib/110943494614028402260/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUzQF6jNrpH-VbwLvF2_JdtrJ-f7eCI-tQBbWIepqrsEXfnlsM=w36-h36-p-rp-mo-ba4-br100,4,3 weeks ago,"Zoo is situated near the downtown area of Lalitpur. Area is approximately 6 ha which is not sufficient for big zoo. However the zoo is well kept, specially the bird section. It is very convenient for school childrens and senior people as well. There is a small lake (pond) for boating and other water activities. Two hours may be sufficient to visit the zoo.","https://lh5.googleusercontent.com/p/AF1QipNq7XYAT2Fuc4_O6HQG90vUQi7aSs5FFlGqbUbd=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPO7FfpTSNIxlasjvxLec3JJi_qjVl_2nconJt9=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPfRZY47wPLNw0zB9t9Dy0-iuK9Z8vLcYiyA61I=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM2m5QFiOEcOcKQKCyGjfMbk8K1kT0pssibd0jv=w300-h225-p-k-no",0
Central Zoo,Santosh,https://www.google.com/maps/contrib/107988325711878642471/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXclf9Jkj9Lf0-82lEijhAvAgSkB2yuJXm0nKpZjnlMWXknajt8bA=w36-h36-p-rp-mo-ba4-br100,5,2 months ago,"The place is peaceful and decent. However, animals like the tigers were inactive, just lying down and sleeping. The gardens and parks are well-maintained, but I find the ticket prices a bit expensive.","https://lh5.googleusercontent.com/p/AF1QipP08BspDv5dAJ2IKdOdYsWaeDfFD669PjACLwfY=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMqESdyHoRzP60v0lDxmKpRcumDZhIts4Vo_U0B=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipObT-2VGsMxLtJIrYxbMRzEVD1pt5p-HlKD_czf=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNlqsnaUydoJGSqW4SQ2aLsU-c-UgKSUYdJIAgZ=w300-h225-p-k-no",0
Central Zoo,Meghna Mangrati,https://www.google.com/maps/contrib/114327303269581186579/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX7qdB2oq6dyyMbzpipr2lahqTA2DBkdTGf3BC_G2EKmtnqk8aiWg=w36-h36-p-rp-mo-ba4-br100,4,3 months ago,"Zoo is a place where variety of species and animals are preserved. We can see many beautiful, color flower and birds there. Many types of monkeys too. 🌼.You can visit thete with anyone i. E family, friends etc.","https://lh5.googleusercontent.com/p/AF1QipO9D-c630EKbuLs0Tc5ctmfYBkFqb8WFZvL86wl=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOpMP39vJqxAWztGLtwwXP0Q0qcE4zkFaPbMPl9=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM3g25VQ7_uPCVA7yo4CP8WfKWEKH9uVhiPmoKZ=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPLZdqVq3GSQ1ocGCrHmdjh_PWK61uIaqFHDnJr=w300-h225-p-k-no",0
Central Zoo,kaushila bishwakarma,https://www.google.com/maps/contrib/112838855840709680209/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjULrTSfKQxS3-h6EgZklV6GgNnPLb5wzs55cW4ODQ7GhKE-DlH0=w36-h36-p-rp-mo-ba4-br100,5,a month ago,Kids love to visit zoo in Jawalkhel lalitpur.. My gril saw 1st time tiger and monkey and many more animals. Great place to go with kids and family . Recommended time  1 full day.,"https://lh5.googleusercontent.com/p/AF1QipOX2vJHYKn7lQIMUbU3Irf-PpUZIi4bqUsgQgOo=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMMPvQfvcjmp8iEtMqIxjUQBTQAw7xDwni3szhW=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOTRQIsCTV8dDjYljIQLRHbzuDt8f5BLzlh2ock=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMRBKr7F_V_OpWp8A1pCpB7TIsLnunuHqzQAXPx=w300-h225-p-k-no",0
Central Zoo,sabina` uraw,https://www.google.com/maps/contrib/110649909202789668498/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXDN4HQn_j8B0pqzpmTkGOZlWyZhncLZ2Z-qBnJ9WTilOfNOCTMLg=w36-h36-p-rp-mo-ba4-br100,5,5 months ago,"I felt welcomed with the beautiful fountain in entrance of the zoo and there were animals but i think there could be more animals. Place is big with many trees but grasses should be  trimmed so, that it wouldnt look messed up.
Enjoyed my day with my pals here !!!","https://lh5.googleusercontent.com/p/AF1QipMx2w6xyY5ZUSbqlD_w65g0sCLgzAiLvmETmWLn=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMNyd3EbQDsZ9rh9LPg09SfBdmt9LAZQrfZ-FmK=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP1HtiPJ5oO4K6EYIyfLNsOXFMge1BKRYwURAVw=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNEbsZI3m72V9HlEIOhfx8e7HQA0QPlDdpfs8M_=w300-h225-p-k-no",1
Central Zoo,Avishek Shrestha,https://www.google.com/maps/contrib/116447981359358419557/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVQZe7MR9_Y3vyIOyRBd2P8b22Iap-V76jpGtS74tuM-RomSa9m=w36-h36-p-rp-mo-ba6-br100,4,5 months ago,"A private zoo turned into a public one in 1956. Management has done a good job at keeping the zoo clean. Tickets need to be bought to enter the zoo.
The elephant was tied to a pole which looked uncomfortable. There were various types of wild animals side by side. Hippopotamus was under water. There were few bengal tigers. The Indian Rhinoceros looked big and healthy.
It was peaceful around the pond. There's a facility for boating as well.","https://lh5.googleusercontent.com/p/AF1QipMFbqII7dZnMH5dwJX17KNJTDWFCETaOfEOZNvi=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNdzk_WHc-wYBjFaWjJW8fP_9CkN9kFVqcxCyPo=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNIYD755OuHm8q4s6Wf12bPxW9u1m8_Mhwtvj8I=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNSkdw9PKWTiu4sYG0gynDhdSk-9P3_xf0ozLpI=w300-h225-p-k-no",0
Central Zoo,Akash Dhami,https://www.google.com/maps/contrib/115895342857185826883/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWr_l1dyQzrukYVW3hbm45fESZuk4W66AI65ncxK-7bZ4svAB97=w36-h36-p-rp-mo-br100,4,4 months ago,"It is the best Zoo, I had been ever. We can experience many things and also can see many more kinds of animals and birds which are rare and only found in Nepal. Among them love bird is my favourite one.❤️❤️❤️","https://lh5.googleusercontent.com/p/AF1QipNvG60j03r_jOo_hGVSqcbVmCAZEaZo1sEk7XrE=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM3TAsy-mMaD5S9Rkqvc3BuG1ypwNRsj3g_pMqj=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPqyIBPPW94uB9ZAy98xFOW0P3XNX-zLvwBRm8q=w300-h225-p-k-no",0
Siraichuli Chitwan,Sahil Agrawal,https://www.google.com/maps/contrib/112785216066986685663/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocKpMjjyx8lTcboqEu3OkhRrPTW9vcnm7_aL7PDcM0-ztkx1aQ=w36-h36-p-rp-mo-ba4-br100,0,,"Centrally located. Very well maintained hotel, very fairly priced. Nice big rooms with all needed amenities. The downside is the quality and taste of food at the breakfast buffet.There are no proteins and very average taste considering it's a 4 star hotel.",,0
Siraichuli Chitwan,Kimberly M,https://www.tripadvisor.com/ShowUserReviews-g2407100-d23348257-r974156122?m=68573&staydates=2025_01_05_2025_01_06&uguests=1_2_0&supdv=unknown&supuc=NP&supul=en,https://lh3.googleusercontent.com/local-reviews/AJMZ0QdCjMUwIiBikRhCLHgN_0vyGAo1GvT8DEukiKQb1ujC_eFsFjYrQ0OvLoSxPtqmCdgvFA=w36-h36-p-rp-br100,0,,"Great service, beautiful hotel with comfy beds and linens. Food was yummy both in the bar and the restaurant.  Awesome breakfast buffet with everything you would want to start your elephant safari day adventure. The national park entrance …",,0
Siraichuli Chitwan,Shristi B,https://www.tripadvisor.com/ShowUserReviews-g2407100-d23348257-r973443093?m=68573&staydates=2025_01_05_2025_01_06&uguests=1_2_0&supdv=unknown&supuc=NP&supul=en,https://lh3.googleusercontent.com/local-reviews/AJMZ0QeFH6dzZjd_ZFLhXHZKibEzXEy8hWzFB4Qa7PutLe3CnO2G7yVfjd4VSabiCQwQYo5W-g=w36-h36-p-rp-br100,0,,"Chicken pizza was so so amazing!!! The service provided by Mr Sahil, Anish and Aayush was very commendable and great. They were very sweet as well. Whereas, the chicken carabonara was dry and had little salt. A great experience, overall. Thoroughly enjoyed it!!!",,0
Siraichuli Chitwan,Escape38359282445,https://www.tripadvisor.com/ShowUserReviews-g2407100-d23348257-r968929922?m=68573&staydates=2025_01_05_2025_01_06&uguests=1_2_0&supdv=unknown&supuc=NP&supul=en,https://lh3.googleusercontent.com/local-reviews/AJMZ0QcHdm0oAuHtzPwzcwUtTqUfPbZXmYnyyN78cO7_Z2aHVLpBkIuu0olTbSpOuQZcPV9sYQ=w36-h36-p-rp-br100,0,,"Had another amazing stay at Hotel Siraichuli, in Bharatpur, Nepal!||We stayed in the mini-suite room for three nights. It was more than enough space for us, and the amenities were perfect. Bed was very big and comfortable, there was a …",,0
Siraichuli Chitwan,Ankush K,https://www.tripadvisor.com/ShowUserReviews-g2407100-d23348257-r973590902?m=68573&staydates=2025_01_05_2025_01_06&uguests=1_2_0&supdv=unknown&supuc=NP&supul=en,https://lh3.googleusercontent.com/local-reviews/AJMZ0QfjHmZg8gr7jpDgKhrh5KsR_Mq7L6pkVedvpKQz-f3LMiOd3OjI90CK4uLtF3wE59zZgA=w36-h36-p-rp-br100,0,,"One of the finest food and the ambience is family friendly!! Perfect place to be with your loved ones.   Special Thank you hamro ANISH, SAHIL AND SACHIN bhai for being humble and friendly during the course !! Best of luck for the TIMMUR Restaurant for all your near future",,0
Siraichuli Chitwan,Rebecca K,https://www.tripadvisor.com/ShowUserReviews-g2407100-d23348257-r974155127?m=68573&staydates=2025_01_05_2025_01_06&uguests=1_2_0&supdv=unknown&supuc=NP&supul=en,https://lh3.googleusercontent.com/local-reviews/AJMZ0QfnSFWXMd1oJu73a6IhdtgibYcjse2HKQTHeghNQd9Cyw8DYQQJZDCyh-TD68ehXuY-FA=w36-h36-p-rp-br100,0,,"Great service, comfortable accommodations, beautiful swimming pool, and the staff is the best! Food was yummy, the best breakfast buffet I’ve ever seen. Everything was arranged for us, including the elephant jungle safari and Tharu village walk. Highly recommend!",,0
Siraichuli Chitwan,Aravind S,https://www.tripadvisor.com/ShowUserReviews-g2407100-d23348257-r966315096?m=68573&staydates=2025_01_05_2025_01_06&uguests=1_2_0&supdv=unknown&supuc=NP&supul=en,https://lh3.googleusercontent.com/local-reviews/AJMZ0QfjHmZg8gr7jpDgKhrh5KsR_Mq7L6pkVedvpKQz-f3LMiOd3OjI90CK4uLtF3wE59zZgA=w36-h36-p-rp-br100,0,,This is a lovely hotel in Chitwan. What  makes it special is the wonderful staff. From the driver to the front desk team to the restaurant staff and everyone in house keeping went out of the way to make my stay comfortable. Rooms are clean …,,0
Siraichuli Chitwan,Junu Prajapati,https://www.google.com/maps/contrib/108882283770489395653/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocIDKwk-oafm32Mqwq9hXCVcXxfGFTyJPalzh8Kv6mnSHq31kp4=w36-h36-p-rp-mo-br100,0,,This place was absolutely amazing.  Staff were very friendly and helpful 🙂. Lots of fun activities were organised by them it was absolutely stress free. Breakfast was very delicious. Definitely visiting them again!,,0
Kumari Ghar,David “The Explorer” Hogan Jr,https://www.google.com/maps/contrib/117203203652634549205/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX0z2vx89NqkQoidb3zFqZd4rSXgyM9Ul2fC851zxx9XogYti82=w36-h36-p-rp-mo-ba8-br100,5,4 days ago,"Very interesting place. It's great for tourists to learn about the reincarnation of a deity. Kumari will come or for 7 seconds inside here, and NO photos are allowed. You stand around a small area and wait for the signal from the 1st floor. This is a must-visit place for anyone coming to Kathmandu.","https://lh5.googleusercontent.com/p/AF1QipOxewWYlttj31c9XTTyhjAJkvJhSF_ZigIXRYDQ=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOll4kFUGs9M2Nr8p4K8V12ub9hoYMJF-jVMcVL=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipN8yDaxj6GWIXyAEisXFlAWt71R4TBHXSrSxsAG=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM_nF4z5u58kSW6chHvj5BSIKJ_xGDzmCDdgnOj=w300-h225-p-k-no",0
Kumari Ghar,Filippo Francesconi,https://www.google.com/maps/contrib/117375108020079164019/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXqktpJFp6ZjRWosoMlvbpt-fO-2EqAAxiaI3IYC2ZbhcIJ6LMI=w36-h36-p-rp-mo-ba5-br100,5,3 months ago,"Kumari Ghar, also known as the House of the Living Goddess, is a small but significant palace located in Kathmandu Durbar Square, Nepal. This ornate, three-story structure is the residence of the Kumari, a young girl believed to be the living embodiment of the Hindu goddess Taleju. The tradition of the Kumari, a centuries-old practice, is deeply rooted in Nepalese culture, where the chosen girl, usually from the Newar Shakya caste, is worshipped as a goddess until she reaches puberty.

The Kumari Ghar itself is a striking example of traditional Newari architecture, with its intricately carved wooden windows and doors, and a richly decorated courtyard. The building was constructed in 1757 by King Jaya Prakash Malla and has since been the residence of the Kumari. The most famous of the windows is the one from which the Kumari occasionally appears to give blessings to visitors and devotees, a rare and sacred moment for those who witness it.

While the interior of Kumari Ghar is not accessible to the public, the exterior and the courtyard can be viewed by visitors. The living goddess is rarely seen, except during special religious festivals, such as Indra Jatra, when she is carried through the streets in a ceremonial procession. Despite the fascinating cultural significance of the Kumari Ghar, some visitors might find the experience less engaging due to the restricted access and the heavily touristic atmosphere around the Durbar Square area. Nonetheless, Kumari Ghar remains a unique and culturally rich site that offers a glimpse into one of Nepal's most intriguing traditions.","https://lh5.googleusercontent.com/p/AF1QipM6kY6JJeXqyMWY2SJd3GI_35gL3ZzuhZiCIudJ=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMtmdZHaC6lUEmrw1jamn9-NP62WjwpETfY5hcb=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPGAn48Nn0GOeETJOTxwxnokeyrGZSBi7sGVJrr=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOFxdQLLjOxlmSSLLgphlcgdrg2WSe6Ed1UGOvJ=w300-h225-p-k-no",0
Kumari Ghar,Dheeraj Dheeraj,https://www.google.com/maps/contrib/109912793598690132943/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVVi2BX_oQmFamrLMdOPGCWEEAZ4stYI-YgqojGYjTTxiXs0F8w=w36-h36-p-rp-mo-ba6-br100,5,7 months ago,"In Nepal, a Kumari is a prepubescent girl selected from the Shakya clan of the Nepalese Newari Buddhist community. The Kumari is also revered and worshiped by some of the country's Hindus. While there are several Kumaris throughout Nepal, with some cities having several, the best known is the Royal Kumari of Kathmandu, and she lives in the Kumari Ghar, a palace in the center of the city. The selection process for her is especially rigorous. As of 2023, the Royal Kumari of Kathmandu is Trishna Shakya, aged five, installed in September 2017. Unika Bajracharya, selected in April 2014 as the Kumari of Patan, is the second most important living goddess.
In Kathmandu Valley, this is a particularly prevalent practice. It is believed to be the incarnation of Taleju, a manifestation of the goddess Durga.
When her first menstruation begins, it is believed that the deity vacates her body. Serious illness or a major loss of blood from an injury also causes loss of deity.","https://lh5.googleusercontent.com/p/AF1QipO3-jwtT0LGIj1tEkGMGs3flOHI5izxlDyW3oKM=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMC8R1cpCBsrTjMS1m-wJps9BE6Ds_FEuAwxs9f=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO4k0y_cd9o-0RhAcnvCEUtzJleG60ds_XB_9PB=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPB1D_7npAE5vhW4BSuJjOxL-ywmEzWzAkRSK6M=w300-h225-p-k-no",6
Kumari Ghar,Sampath D,https://www.google.com/maps/contrib/111041570123501979453/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocJGdFPWwVKhoFeJfKCy0CxtQSv7FvuRCqALWAbzdX008koch_qL=w36-h36-p-rp-mo-ba5-br100,5,3 months ago,"The Kumari, known as the living goddess of Nepal, is revered as the incarnation of the Hindu goddess Durga or the Buddhist goddess Vajradevi. This unique tradition is deeply woven into the cultural fabric of Kathmandu Valley.

Key facts about the Kumari:

Selection: The Kumari is chosen from the Newar community, the indigenous people of the valley.
Life: She leads a secluded life, rarely seen in public and is not allowed to smile or live a typical childhood.
Festivals: The Kumari appears during important festivals, where she is worshipped by both Hindus and Buddhists","https://lh5.googleusercontent.com/p/AF1QipNxTYs4XaD80zqZn0ASQ0bFibAsigZJ9ScD8yyz=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMzqr0j6kmowxH3-ipailU8U7nnCtBjvVmq-N6Z=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOeMYT5jY0GCRBF5VoRfmy3XkF_UNmWr4Cdc0dD=w300-h225-p-k-no",0
