ID,Name,Latitude,Longitude,Country,City,Category,Description
14289,Buttu Takolom,-3.1996,119.0508,Indonesia,Tubbi,Natural Landmark,Not Available
14290,Buttu Takurri,-2.9735,119.1027,Indonesia,Leko Sukamaju,Natural Landmark,Not Available
14291,Buttu Talabeke,-3.1888,119.6916,Indonesia,Rano Tengah,Natural Landmark,Not Available
14292,Buttu Talalerre,-2.7132,118.9359,Indonesia,Binanga,Natural Landmark,Not Available
14293,Buttu Talangka,-3.2102,119.1034,Indonesia,Karombang,Natural Landmark,Not Available
14294,Buttu Talangrambu,-3.3458,119.5663,Indonesia,Pinrang,Natural Landmark,Not Available
14295,Buttu Talatika,-3.1539,119.0377,Indonesia,Piriang Tapiko,Natural Landmark,Not Available
14296,Buttu Talawak,-2.4795,119.1372,Indonesia,West Sulawesi,Natural Landmark,Not Available
14297,Buttu Talaya,-3.2055,119.1814,Indonesia,Lilli,Natural Landmark,Not Available
14298,Buttu Talebo,-3.4045,119.4128,Indonesia,Batetangnga,Natural Landmark,Not Available
14299,Buttu Taleddo,-3.2563,119.1922,Indonesia,Rappang,Natural Landmark,Not Available
14300,Buttu Talende,-2.8264,119.7128,Indonesia,Awan,Natural Landmark,Not Available
14301,Buttu Taleppo,-3.4112,118.9199,Indonesia,Majene,Natural Landmark,Not Available
14302,Buttu Talibuangi,-3.2505,118.8818,Indonesia,Majene,Natural Landmark,Not Available
14303,Buttu Talibubuh,-3.2286,119.1454,Indonesia,Karombang,Natural Landmark,Not Available
14304,Buttu Talipuki,-3.179,119.1388,Indonesia,Lilli,Natural Landmark,Not Available
14305,Buttu Talipusuk,-3.1691,118.8503,Indonesia,Majene,Natural Landmark,Not Available
14306,Buttu Talise,-3.1272,119.0078,Indonesia,Piriang Tapiko,Natural Landmark,Not Available
14307,Buttu Tallang,-2.4913,120.3271,Indonesia,Kasimbong,Natural Landmark,Not Available
14308,Buttu Talledo,-3.381,119.007,Indonesia,Pao Pao,Natural Landmark,Not Available
14309,Buttu Tallingaraba,-3.3154,119.0534,Indonesia,West Sulawesi,Natural Landmark,Not Available
14310,Buttu Tallu,-2.6693,118.8427,Indonesia,Mamuju,Natural Landmark,Not Available
14311,Buttu Taloba,-3.1365,119.0667,Indonesia,Lenggo,Natural Landmark,Not Available
14312,Buttu Talobo,-3.3195,119.4288,Indonesia,Sepang,Natural Landmark,Not Available
14313,Buttu Talodo,-3.256,119.3357,Indonesia,Pasapa Mambu,Natural Landmark,Not Available
14314,Buttu Talokak,-3.1109,118.8652,Indonesia,Majene,Natural Landmark,Not Available
14315,Buttu Talondok,-3.2653,118.9182,Indonesia,Majene,Natural Landmark,Not Available
14316,Buttu Talongan,-3.316,119.0382,Indonesia,Daala,Natural Landmark,Not Available
14317,Buttu Talongngang,-3.1206,119.1777,Indonesia,Matangnga,Natural Landmark,Not Available
14318,Buttu Taloyok,-2.9325,119.3947,Indonesia,Tawalian,Natural Landmark,Not Available
14319,Buttu Talu,-3.2613,119.4539,Indonesia,Miallo,Natural Landmark,Not Available
14320,Buttu Talubenua,-3.344,119.6047,Indonesia,Pinrang,Natural Landmark,Not Available
14321,Buttu Talukun,-3.395,119.3889,Indonesia,Mirring,Natural Landmark,Not Available
14322,Buttu Talumba,-3.1892,119.4805,Indonesia,South Sulawesi,Natural Landmark,Not Available
14323,Buttu Talupan,-3.1475,118.8155,Indonesia,Majene,Natural Landmark,Not Available
14324,Buttu Taluttong,-3.2787,119.0293,Indonesia,Ambo Padang,Natural Landmark,Not Available
14325,Buttu Talutuk,-3.0035,118.9476,Indonesia,Majene,Natural Landmark,Not Available
14326,Buttu Tamadao,-2.4693,119.2183,Indonesia,West Sulawesi,Natural Landmark,Not Available
14327,Buttu Tamakuni,-3.1873,119.2247,Indonesia,West Sulawesi,Natural Landmark,Not Available
14328,Buttu Tamalalang,-2.7364,118.8353,Indonesia,Salletto,Natural Landmark,Not Available
14329,Buttu Tamalepong,-3.0018,119.17,Indonesia,Bambang Buda,Natural Landmark,Not Available
14330,Buttu Tamanipi,-3.2551,119.2287,Indonesia,Kurrak,Natural Landmark,Not Available
14331,Buttu Tamanipinipi,-3.1404,118.8958,Indonesia,Majene,Natural Landmark,Not Available
14332,Buttu Tamarang,-3.1998,119.196,Indonesia,Tapua,Natural Landmark,Not Available
14333,Buttu Tamasembo,-3.2373,119.2291,Indonesia,Tapua,Natural Landmark,Not Available
14334,Buttu Tambajako,-2.6802,118.8545,Indonesia,Mamuju,Natural Landmark,Not Available
14335,Buttu Tambellang,-3.2933,119.0699,Indonesia,Pulliwa,Natural Landmark,Not Available
14336,Buttu Tambeng,-3.0575,119.5826,Indonesia,Karaka,Natural Landmark,Not Available
14337,Buttu Tambiar,-3.3781,118.8855,Indonesia,Majene,Natural Landmark,Not Available
14338,Buttu Tambo,-2.9613,119.3782,Indonesia,Mamasa,Natural Landmark,Not Available
14339,Buttu Tambolang,-2.9723,119.3191,Indonesia,Balla Satanetean,Natural Landmark,Not Available
14340,Buttu Tambun,-3.3737,119.4218,Indonesia,Batetangnga,Natural Landmark,Not Available
14341,Buttu Tambungmallo,-2.7595,118.8031,Indonesia,Lebani,Natural Landmark,Not Available
14342,Buttu Tamedingin,-3.2368,118.9591,Indonesia,Ratte,Natural Landmark,Not Available
14343,Buttu Tamenangmenang,-3.1425,118.821,Indonesia,Majene,Natural Landmark,Not Available
14344,Buttu Tamengundur,-3.46,119.0682,Indonesia,Suruang,Natural Landmark,Not Available
14345,Buttu Tamepaya,-3.2255,118.9094,Indonesia,Majene,Natural Landmark,Not Available
14346,Buttu Tamiahun,-3.2014,119.1504,Indonesia,Lilli,Natural Landmark,Not Available
14347,Buttu Tamiringin,-3.2304,119.0001,Indonesia,Tubbi,Natural Landmark,Not Available
14348,Buttu Tammedingin,-3.2759,118.9744,Indonesia,Taramanu,Natural Landmark,Not Available
14349,Buttu Tammegaronggong,-2.6935,118.9317,Indonesia,Binanga,Natural Landmark,Not Available
14350,Buttu Tamoa,-3.2148,119.1897,Indonesia,Tapua,Natural Landmark,Not Available
14351,Buttu Tamokok,-3.237,118.9827,Indonesia,Ratte,Natural Landmark,Not Available
14352,Buttu Tamolengan,-3.1574,119.0592,Indonesia,West Sulawesi,Natural Landmark,Not Available
14353,Buttu Tamonoing,-3.1466,119.1168,Indonesia,Rangoan,Natural Landmark,Not Available
14354,Buttu Tampaung,-2.887,119.2245,Indonesia,Salubalo,Natural Landmark,Not Available
14355,Buttu Tamurrung,-2.994,119.0838,Indonesia,Pers Indo Banua,Natural Landmark,Not Available
14356,Buttu Tananti,-3.3548,119.8508,Indonesia,Enrekang,Natural Landmark,Not Available
14357,Buttu Tanase,-3.3311,118.9412,Indonesia,Pupu Uring,Natural Landmark,Not Available
14358,Buttu Tanassi,-3.3055,119.1924,Indonesia,Dakka,Natural Landmark,Not Available
14359,Buttu Tandallo,-3.5277,118.9768,Indonesia,Majene,Natural Landmark,Not Available
14360,Buttu Tandeallo,-3.0471,118.8973,Indonesia,Majene,Natural Landmark,Not Available
14361,Buttu Tandetande,-3.1276,119.0266,Indonesia,Piriang Tapiko,Natural Landmark,Not Available
14362,Buttu Tandibirring,-2.8775,119.2524,Indonesia,Lembang Makolang,Natural Landmark,Not Available
14363,Buttu Tando,-2.9315,119.5519,Indonesia,West Sulawesi,Natural Landmark,Not Available
14364,Buttu Tandobunu,-3.1669,119.0684,Indonesia,Lenggo,Natural Landmark,Not Available
14365,Buttu Tandubatu,-3.2772,119.7982,Indonesia,Enrekang,Natural Landmark,Not Available
14366,Buttu Tanduk,-3.2885,118.8796,Indonesia,Majene,Natural Landmark,Not Available
14367,Buttu Tandukpopong,-3.3946,119.0515,Indonesia,Sambali-wali,Natural Landmark,Not Available
14368,Buttu Tandung,-3.3853,119.0526,Indonesia,Sambali-wali,Natural Landmark,Not Available
14369,Buttu Tandungau,-3.2456,119.0618,Indonesia,Daala Timur,Natural Landmark,Not Available
14370,Buttu Tandungtagari,-2.4217,120.3285,Indonesia,Masamba,Natural Landmark,Not Available
14371,Buttu Tanetebatu,-3.0736,119.192,Indonesia,Leko,Natural Landmark,Not Available
14372,Buttu Tanetepolo,-3.3933,119.4347,Indonesia,Batetangnga,Natural Landmark,Not Available
14373,Buttu Tanetesare,-3.2734,119.3028,Indonesia,Bussu,Natural Landmark,Not Available
14374,Buttu Tanetesiki,-2.9373,119.4069,Indonesia,Kariango,Natural Landmark,Not Available
14375,Buttu Tanetetondok,-2.9375,119.3226,Indonesia,Pebasian,Natural Landmark,Not Available
14376,Buttu Tannae,-3.2678,119.1663,Indonesia,Andau,Natural Landmark,Not Available
14377,Buttu Tapamera,-3.2256,119.0178,Indonesia,West Sulawesi,Natural Landmark,Not Available
14378,Buttu Tapandullu,-2.6865,118.7852,Indonesia,Sumare,Natural Landmark,Not Available
14379,Buttu Tapanete,-3.2317,119.0282,Indonesia,West Sulawesi,Natural Landmark,Not Available
14380,Buttu Tapangbisa,-2.7246,118.9088,Indonesia,Binanga,Natural Landmark,Not Available
14381,Buttu Taparu,-3.5388,119.5678,Indonesia,Pinrang,Natural Landmark,Not Available
14382,Buttu Tapasiklu,-3.1237,118.9453,Indonesia,Majene,Natural Landmark,Not Available
14383,Buttu Tapesse,-2.8407,119.0312,Indonesia,Bela,Natural Landmark,Not Available
14384,Buttu Tapinatalu,-3.1236,119.0892,Indonesia,Lenggo,Natural Landmark,Not Available
14385,Buttu Tapindang,-3.1863,119.1027,Indonesia,Patambanua,Natural Landmark,Not Available
14386,Buttu Tapole,-3.4233,118.976,Indonesia,Mombi,Natural Landmark,Not Available
14387,Buttu Tappina,-3.2699,119.2092,Indonesia,Rappang,Natural Landmark,Not Available
14388,Buttu Tappopondo,-3.1325,119.0812,Indonesia,Lenggo,Natural Landmark,Not Available
14389,Buttu Tapuki,-2.8806,118.8937,Indonesia,West Sulawesi,Natural Landmark,Not Available
14390,Buttu Taraeng,-3.0537,119.5675,Indonesia,Karaka,Natural Landmark,Not Available
14391,Buttu Tarajonga,-3.3601,119.1887,Indonesia,Banua Baru,Natural Landmark,Not Available
14392,Buttu Taramanu,-3.2669,119.0295,Indonesia,Ambo Padang,Natural Landmark,Not Available
14393,Buttu Taramanuk,-3.4044,119.3486,Indonesia,Sulewatang,Natural Landmark,Not Available
14394,Buttu Tarangenge,-2.4527,120.4833,Indonesia,Lampuawa,Natural Landmark,Not Available
14395,Buttu Tararing,-3.3592,119.0531,Indonesia,Pussui,Natural Landmark,Not Available
14396,Buttu Taring,-2.7183,118.7776,Indonesia,Lebani,Natural Landmark,Not Available
14397,Buttu Tarokapa,-3.1215,119.7251,Indonesia,Sarapeang,Natural Landmark,Not Available
14398,Buttu Tarring,-3.3048,119.053,Indonesia,Daala,Natural Landmark,Not Available
14399,Buttu Taruik,-2.8016,118.7928,Indonesia,Labuang Rano,Natural Landmark,Not Available
14400,Buttu Tassapatah,-3.2531,118.85,Indonesia,Majene,Natural Landmark,Not Available
14401,Buttu Tasumbiji,-3.2948,118.9946,Indonesia,Taramanu,Natural Landmark,Not Available
14402,Buttu Tatelo,-3.2195,119.1605,Indonesia,Lilli,Natural Landmark,Not Available
14403,Buttu Tatitolang,-3.1962,119.0229,Indonesia,Tubbi,Natural Landmark,Not Available
14404,Buttu Tatoa,-2.9502,119.3839,Indonesia,Mamasa,Natural Landmark,Not Available
14405,Buttu Tatokke,-2.7928,119.1942,Indonesia,Arale Utara,Natural Landmark,Not Available
14406,Buttu Tatondong,-2.7777,119.2786,Indonesia,Bumal,Natural Landmark,Not Available
14407,Buttu Tatosik,-3.3677,119.4742,Indonesia,Pinrang,Natural Landmark,Not Available
14408,Buttu Tatulandang,-3.2394,119.1654,Indonesia,West Sulawesi,Natural Landmark,Not Available
14409,Buttu Tauhanang,-3.2166,119.1077,Indonesia,Karombang,Natural Landmark,Not Available
14410,Buttu Tauhang,-3.2396,119.0768,Indonesia,Daala Timur,Natural Landmark,Not Available
14411,Buttu Tauwaini,-3.2651,118.855,Indonesia,Majene,Natural Landmark,Not Available
14412,Buttu Temalaibongi,-2.491,120.4839,Indonesia,Tamboke,Natural Landmark,Not Available
14413,Buttu Tembok,-3.3518,119.9439,Indonesia,Enrekang,Natural Landmark,Not Available
14414,Buttu Tengko,-2.6386,118.8232,Indonesia,Rangas,Natural Landmark,Not Available
14415,Buttu Tepolan,-3.429,118.9349,Indonesia,Majene,Natural Landmark,Not Available
14416,Buttu Tertasi,-2.8162,118.8757,Indonesia,West Sulawesi,Natural Landmark,Not Available
14417,Buttu Tetuho,-3.0394,119.1333,Indonesia,Buangin,Natural Landmark,Not Available
14418,Buttu Tigas,-3.4173,118.8879,Indonesia,Majene,Natural Landmark,Not Available
14419,Buttu Tikala,-3.0663,119.1631,Indonesia,Mesakada,Natural Landmark,Not Available
14420,Buttu Tikoro,-3.1073,118.8197,Indonesia,Majene,Natural Landmark,Not Available
14421,Buttu Timban,-3.1659,119.3545,Indonesia,Batanguru,Natural Landmark,Not Available
14422,Buttu Timbu,-2.855,118.9742,Indonesia,Taan,Natural Landmark,Not Available
14423,Buttu Timbubatu,-3.2544,119.2722,Indonesia,Bussu,Natural Landmark,Not Available
14424,Buttu Timbutimbu,-3.4598,118.9774,Indonesia,Lembang Lembang,Natural Landmark,Not Available
14425,Buttu Timun,-3.1986,119.5549,Indonesia,Simbuang Batuallo,Natural Landmark,Not Available
14426,Buttu Tinaungan,-2.7187,119.0535,Indonesia,Tadui,Natural Landmark,Not Available
14427,Buttu Tingore,-3.1101,119.7123,Indonesia,Sarapeang,Natural Landmark,Not Available
14428,Buttu Tinoring,-3.4823,119.7829,Indonesia,Enrekang,Natural Landmark,Not Available
14429,Buttu Tioyak,-3.2564,118.9157,Indonesia,Majene,Natural Landmark,Not Available
14430,Buttu Tipalu,-3.2991,119.365,Indonesia,Duampanua,Natural Landmark,Not Available
14431,Buttu Tipilu,-3.5055,119.6929,Indonesia,Pinrang,Natural Landmark,Not Available
14432,Buttu Tirasa,-3.6247,119.638,Indonesia,Pinrang,Natural Landmark,Not Available
14433,Buttu Tiroang,-3.675,119.6532,Indonesia,Pinrang,Natural Landmark,Not Available
14434,Buttu Tiroh,-3.2535,118.9589,Indonesia,West Sulawesi,Natural Landmark,Not Available
14435,Buttu Tirondo,-3.45,119.4171,Indonesia,West Sulawesi,Natural Landmark,Not Available
14436,Buttu Tiropadang,-3.503705,119.857798,Indonesia,Enrekang,Natural Landmark,Not Available
14437,Buttu Tirowali,-3.579386,119.82596,Indonesia,Enrekang,Natural Landmark,Not Available
14438,Buttu Tiruku,-3.1015,119.699,Indonesia,Leppan,Natural Landmark,Not Available
14439,Buttu Tobakola,-2.8066,119.7095,Indonesia,Pondingao,Natural Landmark,Not Available
14440,Buttu Tobang,-2.8777,119.1279,Indonesia,West Sulawesi,Natural Landmark,Not Available
14441,Buttu Tobongan,-2.914,119.6014,Indonesia,Pali,Natural Landmark,Not Available
14442,Buttu Todan,-3.1251,119.6931,Indonesia,Sarapeang,Natural Landmark,Not Available
14443,Buttu Toding,-3.2936,119.462,Indonesia,Pinrang,Natural Landmark,Not Available
14444,Buttu Tododok,-2.9778,119.6243,Indonesia,Bau,Natural Landmark,Not Available
14445,Buttu Todong,-3.0635,119.6161,Indonesia,Balepe,Natural Landmark,Not Available
14446,Buttu Toko,-2.9785,119.3093,Indonesia,Balla,Natural Landmark,Not Available
14447,Buttu Tokunyi,-2.286,120.3725,Indonesia,Pincara,Natural Landmark,Not Available
14448,Buttu Tolo,-3.2514,119.2588,Indonesia,Bussu,Natural Landmark,Not Available
14449,Buttu Tolobulang,-3.1577,119.0781,Indonesia,Lenggo,Natural Landmark,Not Available
14450,Buttu Tolong,-3.0806,119.6297,Indonesia,Balepe,Natural Landmark,Not Available
14451,Buttu Tombang,-3.4899,119.9413,Indonesia,Enrekang,Natural Landmark,Not Available
14452,Buttu Tombangkalua,-3.0548,119.7335,Indonesia,Salutandung,Natural Landmark,Not Available
14453,Buttu Tombilangi,-2.9371,119.6754,Indonesia,South Sulawesi,Natural Landmark,Not Available
14454,Buttu Tombonantoban,-2.9951,119.6703,Indonesia,Bittuang,Natural Landmark,Not Available
14455,Buttu Tondo,-3.4826,119.0604,Indonesia,Mosso,Natural Landmark,Not Available
14456,Buttu Tondokobbi,-3.3515,118.9974,Indonesia,Pao Pao,Natural Landmark,Not Available
14457,Buttu Tondoktobugi,-2.9418,119.5736,Indonesia,Pali,Natural Landmark,Not Available
14458,Buttu Tondomaniaga,-2.7832,118.7618,Indonesia,West Sulawesi,Natural Landmark,Not Available
14459,Buttu Tonggo,-2.8582,119.2571,Indonesia,Lembang Makolang,Natural Landmark,Not Available
14460,Buttu Topopong,-2.8107,119.7205,Indonesia,Pondingao,Natural Landmark,Not Available
14461,Buttu Toppong,-2.7334,118.8897,Indonesia,Binanga,Natural Landmark,Not Available
14462,Buttu Tosik,-3.2003,119.5972,Indonesia,"Tallu Bua'na",Natural Landmark,Not Available
14463,Buttu Tosompa,-3.4197,119.3649,Indonesia,Polewali,Natural Landmark,Not Available
14464,Buttu Totoli,-3.5391,118.9474,Indonesia,Majene,Natural Landmark,Not Available
14465,Buttu Tualang,-3.332,119.7236,Indonesia,Enrekang,Natural Landmark,Not Available
14466,Buttu Tuamboka,-2.9597,119.4004,Indonesia,Kariango,Natural Landmark,Not Available
14467,Buttu Tuang,-3.335,118.8449,Indonesia,Majene,Natural Landmark,Not Available
14468,Buttu Tuara,-3.3099,119.3663,Indonesia,Duampanua,Natural Landmark,Not Available
14469,Buttu Tuareke,-2.9322,119.6008,Indonesia,Pali,Natural Landmark,Not Available
14470,Buttu Tubung,-3.3578,119.3659,Indonesia,Duampanua,Natural Landmark,Not Available
14471,Buttu Tuele,-3.4551,119.5688,Indonesia,Pinrang,Natural Landmark,Not Available
14472,Buttu Tulian,-3.4397,119.4132,Indonesia,Tonyaman,Natural Landmark,Not Available
14473,Buttu Tulilling,-3.3582,119.1078,Indonesia,M A M B U,Natural Landmark,Not Available
14474,Buttu Tumundu,-3.3644,118.9468,Indonesia,Pupu Uring,Natural Landmark,Not Available
14475,Buttu Tuopoang,-3.115,118.8085,Indonesia,Majene,Natural Landmark,Not Available
14476,Buttu Turunandatuk,-3.3782,119.3748,Indonesia,West Sulawesi,Natural Landmark,Not Available
14477,Buttu Tuttula,-3.3319,119.1925,Indonesia,Dakka,Natural Landmark,Not Available
14478,Buttu Tuwarek,-3.353,119.1343,Indonesia,Kurma,Natural Landmark,Not Available
14479,Buttu Udungpatola,-2.7848,118.7685,Indonesia,Labuang Rano,Natural Landmark,Not Available
14480,Buttu Udupupung,-3.1088,119.1107,Indonesia,Pers Kirak,Natural Landmark,Not Available
14481,Buttu Uhekayang,-2.7121,118.9134,Indonesia,Binanga,Natural Landmark,Not Available
14482,Buttu Ujung,-3.5109,118.9704,Indonesia,Majene,Natural Landmark,Not Available
14483,Buttu Ulubusuk,-3.0957,119.1019,Indonesia,Botteng,Natural Landmark,Not Available
14484,Buttu Ulupedowu,-3.0784,119.1111,Indonesia,Botteng,Natural Landmark,Not Available
14485,Buttu Ulusalupali,-3.2394,119.1559,Indonesia,West Sulawesi,Natural Landmark,Not Available
14486,Buttu Ulutaang,-2.8291,118.9681,Indonesia,Galung,Natural Landmark,Not Available
14487,Buttu Uma,-2.9443,119.7112,Indonesia,South Sulawesi,Natural Landmark,Not Available
14488,Buttu Undung,-3.1334,118.8852,Indonesia,Majene,Natural Landmark,Not Available
14489,Buttu Uro,-2.7825,119.7475,Indonesia,Rinding Allo,Natural Landmark,Not Available
14490,Buttu Utapuang,-3.4267,119.0784,Indonesia,Sumarang,Natural Landmark,Not Available
14491,Buttu Wajae,-3.5343,119.6689,Indonesia,Pinrang,Natural Landmark,Not Available
14492,Buttu Waka,-3.0404,119.5399,Indonesia,Karaka,Natural Landmark,Not Available
14493,Buttu Wakatting,-3.3353,119.0756,Indonesia,Batu Panga,Natural Landmark,Not Available
14494,Buttu Waylimbong,-3.2912,119.3466,Indonesia,Makuang,Natural Landmark,Not Available
14495,Buttu Wereng,-3.2871,119.4281,Indonesia,Pinrang,Natural Landmark,Not Available
14496,Buttu Wossi,-3.3286,119.0828,Indonesia,Kurma,Natural Landmark,Not Available
14497,Buuna Balantak,-0.7772,123.3238,Indonesia,Tanotu,Natural Landmark,Not Available
14498,Buuna Kautotolu,-0.7838,123.2686,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14499,Buuna Kodilok,-1.0009,123.2645,Indonesia,Binolik,Natural Landmark,Not Available
14500,Buuna Mamping,-0.995,123.3196,Indonesia,Bombanon,Natural Landmark,Not Available
14501,Buuna Punontunuan,-0.933,123.2676,Indonesia,Tintingon,Natural Landmark,Not Available
14502,Buuna Subanikempanga,-0.8325,123.392,Indonesia,Mamping,Natural Landmark,Not Available
14503,Buuna Tulada,-0.9573,123.3258,Indonesia,Tombos,Natural Landmark,Not Available
14504,Buyu Aguu,-2.3269,120.5214,Indonesia,Luwu Utara,Natural Landmark,Not Available
14505,Buyu Ambawa,-2.2444,120.7291,Indonesia,Luwu Timur,Natural Landmark,Not Available
14506,Buyu Ampuni,-1.9996,120.7214,Indonesia,Tindoli,Natural Landmark,Not Available
14507,Buyu Apole,-2.2296,120.5816,Indonesia,Luwu Timur,Natural Landmark,Not Available
14508,Buyu Balease,-2.4068368,120.5421723,Indonesia,Upt Pongkase,Natural Landmark,Not Available
14509,Buyu Banaimba,-1.5258,120.7041,Indonesia,Pandiri,Natural Landmark,Not Available
14510,Buyu Banga,-2.2828,120.6461,Indonesia,Margolembo,Natural Landmark,Not Available
14511,Buyu Bangkakaju,-2.0529,120.5408,Indonesia,Bancea,Natural Landmark,Not Available
14512,Buyu Bangke,-2.3159,120.7569,Indonesia,Wonorejo,Natural Landmark,Not Available
14513,Buyu Bangkombatu,-1.3754,121.214,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14514,Buyu Banke,-2.1958,120.6835,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14515,Buyu Baraba,-1.4604,121.5592,Indonesia,Menyoe,Natural Landmark,Not Available
14516,Buyu Basola,-1.6858,120.6438,Indonesia,Saojo,Natural Landmark,Not Available
14517,Buyu Bategencu,-1.7621,120.7076,Indonesia,Kelei,Natural Landmark,Not Available
14518,Buyu Batu,-1.3652,121.664,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14519,Buyu Batunoncu,-1.6727,120.675,Indonesia,Sangira,Natural Landmark,Not Available
14520,Buyu Bentonu,-1.5883,121.3028,Indonesia,Sumara Jaya,Natural Landmark,Not Available
14521,Buyu Bino,-1.3552,121.8502,Indonesia,Lijo,Natural Landmark,Not Available
14522,Buyu Bolase,-1.6713,120.5556,Indonesia,Pamona,Natural Landmark,Not Available
14523,Buyu Bonebaru,-2.3098,120.6882,Indonesia,Luwu Timur,Natural Landmark,Not Available
14524,Buyu Bonemolo,-1.6786,121.8123,Indonesia,Boba,Natural Landmark,Not Available
14525,Buyu Bono,-2.245,120.715,Indonesia,Luwu Timur,Natural Landmark,Not Available
14526,Buyu Bualo,-2.0109,120.716,Indonesia,Tindoli,Natural Landmark,Not Available
14527,Buyu Ciwo,-1.5872,120.7453,Indonesia,Panjoka,Natural Landmark,Not Available
14528,Buyu Dandaewongu,-2.2494,120.6321,Indonesia,Margolembo,Natural Landmark,Not Available
14529,Buyu Dasar,-1.5067,121.9047,Indonesia,Pandauke,Natural Landmark,Not Available
14530,Buyu Doidola,-2.2889,120.7212,Indonesia,Luwu Timur,Natural Landmark,Not Available
14531,Buyu Fenema,-1.9709,120.4849,Indonesia,Panjo,Natural Landmark,Not Available
14532,Buyu Gaantinimbo,-2.0769,120.5237,Indonesia,Luwu Utara,Natural Landmark,Not Available
14533,Buyu Garanggo,-1.9889,120.7128,Indonesia,Tolambo,Natural Landmark,Not Available
14534,Buyu Inoli,-1.5516,120.7722,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14535,Buyu Ipi,-1.1808,121.2747,Indonesia,Podi,Natural Landmark,Not Available
14536,Buyu Jalimoo,-1.6262,120.7082,Indonesia,Panjoka,Natural Landmark,Not Available
14537,Buyu Joiyadopi,-1.5565,120.7314,Indonesia,Panjoka,Natural Landmark,Not Available
14538,Buyu Julutumpu,-1.0477,122.3015,Indonesia,Doda Bunta,Natural Landmark,Not Available
14539,Buyu Kabarontoru,-1.3185,121.6544,Indonesia,Uematopa,Natural Landmark,Not Available
14540,Buyu Kabentonu,-2.3811,120.5194,Indonesia,Luwu Utara,Natural Landmark,Not Available
14541,Buyu Kabumbuu,-2.2174,120.5975,Indonesia,Kasintuwu,Natural Landmark,Not Available
14542,Buyu Kai,-2.2212,120.6248,Indonesia,Kasintuwu,Natural Landmark,Not Available
14543,Buyu Kaindei,-2.354,120.6247,Indonesia,Maleku,Natural Landmark,Not Available
14544,Buyu Kainkia,-2.2817,120.62,Indonesia,Margolembo,Natural Landmark,Not Available
14545,Buyu Kajumapeni,-1.6355,120.6883,Indonesia,Sangira,Natural Landmark,Not Available
14546,Buyu Kalogologo,-1.6774,120.6478,Indonesia,Saojo,Natural Landmark,Not Available
14547,Buyu Kamangia,-1.7435,120.7235,Indonesia,Kelei,Natural Landmark,Not Available
14548,Buyu Kamincili,-1.1151,121.3439,Indonesia,Upt Kalemba Ii,Natural Landmark,Not Available
14549,Buyu Kamusuyangi,-2.1571,120.6124,Indonesia,Luwu Timur,Natural Landmark,Not Available
14550,Buyu Kanato,-1.4337,121.9052,Indonesia,Nyoyo Tapalingan,Natural Landmark,Not Available
14551,Buyu Kandela,-1.2745,121.2614,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14552,Buyu Kangkelo,-2.1905,120.5277,Indonesia,Luwu Timur,Natural Landmark,Not Available
14553,Buyu Kanino,-2.2617,120.5343,Indonesia,Luwu Timur,Natural Landmark,Not Available
14554,Buyu Kaoga,-1.6021,120.9095,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14555,Buyu Karua,-1.4752,121.1701,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14556,Buyu Karuru,-2.2919,120.7689,Indonesia,Teromu,Natural Landmark,Not Available
14557,Buyu Katapasa,-1.24,121.4262,Indonesia,Mire,Natural Landmark,Not Available
14558,Buyu Katumpa,-2.3139,120.7814,Indonesia,Luwu Timur,Natural Landmark,Not Available
14559,Buyu Kawarolenco,-2.1811,120.5699,Indonesia,Luwu Timur,Natural Landmark,Not Available
14560,Buyu Kayulangi,-2.2533,120.714,Indonesia,Luwu Timur,Natural Landmark,Not Available
14561,Buyu Kayuli,-2.2393,120.6362,Indonesia,Kasintuwu,Natural Landmark,Not Available
14562,Buyu Kayumpa,-1.5699,120.7394,Indonesia,Panjoka,Natural Landmark,Not Available
14563,Buyu Kayumpola,-1.5467,121.9195,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14564,Buyu Kayuroga,-2.2306,120.6198,Indonesia,Kasintuwu,Natural Landmark,Not Available
14565,Buyu Kejentana,-2.4827,120.712,Indonesia,Beringin Jaya,Natural Landmark,Not Available
14566,Buyu Kepara,-1.8983,120.7209,Indonesia,Poleganyara,Natural Landmark,Not Available
14567,Buyu Kiloangga,-2.2689,120.7927,Indonesia,Teromu,Natural Landmark,Not Available
14568,Buyu Kinayombe,-1.3102,121.2816,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14569,Buyu Kombuno,-1.6618,120.6674,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14570,Buyu Kondorung,-1.2985169,121.5431768,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14571,Buyu Konta,-1.7137,120.6848,Indonesia,Sawidago,Natural Landmark,Not Available
14572,Buyu Kuwou,-1.5852,120.7254,Indonesia,Panjoka,Natural Landmark,Not Available
